CustomerID,Recency_Days,Frequency,Monetary
12490.0,5.0,21,9818.64
12491.0,38.0,1,460.40000000000003
12492.0,63.0,3,715.21
12493.0,165.0,2,416.79
12494.0,15.0,9,1743.52
12495.0,640.0,1,323.4
12496.0,620.0,2,54.09
12497.0,81.0,3,6211.75
12498.0,21.0,3,403.70000000000005
12499.0,560.0,1,393.72
12500.0,23.0,19,5872.31
12501.0,336.0,1,2089.68
12502.0,95.0,5,3723.87
12504.0,18.0,4,411.0
12505.0,408.0,1,908.0
12506.0,232.0,1,73.5
12507.0,134.0,4,1797.31
12508.0,26.0,2,398.27
12509.0,284.0,1,176.5
12510.0,142.0,9,3689.33
12511.0,428.0,1,3065.77
12512.0,66.0,2,138.03
12513.0,112.0,1,586.79
12514.0,267.0,2,1597.76
12515.0,353.0,1,383.7
12516.0,77.0,4,2648.62
12517.0,28.0,5,2464.89
12518.0,0.0,5,2056.89
12519.0,63.0,2,695.19
12520.0,79.0,5,2582.51
12521.0,142.0,1,599.68
12522.0,39.0,2,192.72
12523.0,19.0,23,4220.85
12524.0,9.0,17,11091.36
12525.0,498.0,3,835.1800000000001
12526.0,0.0,3,1316.66
12527.0,81.0,5,735.51
12528.0,9.0,6,1922.28
12529.0,528.0,1,311.78000000000003
12530.0,59.0,9,3689.86
12531.0,14.0,2,1899.05
12532.0,30.0,1,349.83000000000004
12533.0,627.0,2,1149.99
12534.0,130.0,1,1089.18
12535.0,91.0,2,716.35
12536.0,43.0,3,4106.82
12537.0,408.0,1,732.94
12538.0,29.0,2,640.45
12539.0,22.0,7,9498.9
12540.0,19.0,33,22107.29
12541.0,29.0,3,981.18
12542.0,484.0,2,423.38
12543.0,448.0,1,980.25
12544.0,36.0,1,355.7
12545.0,75.0,2,1000.39
12546.0,46.0,2,1141.5
12547.0,197.0,3,383.58
12548.0,166.0,1,95.19999999999999
12549.0,575.0,6,1575.68
12550.0,79.0,1,964.83
12551.0,357.0,1,168.0
12552.0,38.0,2,437.82
12553.0,8.0,12,4548.82
12554.0,448.0,1,468.5
12555.0,682.0,1,129.23
12556.0,50.0,2,603.71
12557.0,16.0,8,18716.14
12559.0,310.0,2,536.21
12560.0,5.0,3,2101.39
12561.0,302.0,1,238.85
12562.0,8.0,9,4966.92
12563.0,408.0,1,249.23999999999998
12564.0,261.0,1,456.9
12565.0,288.0,1,131.17
12566.0,86.0,1,346.7
12567.0,22.0,15,13393.82
12568.0,644.0,1,70.0
12569.0,2.0,32,4064.9900000000002
12570.0,682.0,1,77.52
12571.0,39.0,2,519.61
12572.0,8.0,2,1004.72
12573.0,227.0,5,717.41
12574.0,315.0,1,218.45000000000002
12575.0,457.0,2,622.8199999999999
12576.0,35.0,8,2083.87
12577.0,35.0,8,1591.35
12578.0,21.0,4,4572.45
12579.0,78.0,1,410.71999999999997
12580.0,246.0,2,1052.9
12581.0,39.0,1,197.71
12582.0,238.0,4,1980.4
12583.0,2.0,27,14344.9
12584.0,3.0,9,1893.95
12585.0,234.0,2,1982.81
12586.0,17.0,4,2028.67
12587.0,7.0,1,144.0
12588.0,39.0,4,938.98
12589.0,28.0,8,3094.17
12590.0,211.0,2,9853.48
12591.0,317.0,3,1352.15
12592.0,92.0,5,1152.62
12593.0,108.0,3,418.09999999999997
12594.0,37.0,15,5044.51
12595.0,504.0,1,299.02
12596.0,51.0,2,618.27
12597.0,19.0,4,3683.13
12598.0,9.0,11,4414.67
12599.0,29.0,13,2296.72
12600.0,28.0,21,4955.79
12601.0,189.0,6,673.76
12602.0,58.0,1,153.12
12603.0,21.0,1,739.1999999999999
12604.0,79.0,2,254.18
12605.0,376.0,4,1217.95
12606.0,682.0,1,21.0
12608.0,404.0,1,415.79
12609.0,78.0,9,3417.86
12610.0,22.0,5,2057.99
12611.0,52.0,1,1193.32
12612.0,74.0,1,643.59
12613.0,57.0,10,6591.52
12614.0,277.0,1,315.6
12615.0,2.0,8,5564.88
12616.0,95.0,3,1045.35
12617.0,29.0,1,355.53
12618.0,21.0,1,177.31
12619.0,16.0,10,3354.95
12620.0,14.0,3,1339.41
12621.0,1.0,35,24579.31
12622.0,232.0,1,180.1
12623.0,276.0,7,3639.84
12624.0,106.0,2,641.13
12625.0,211.0,4,5095.38
12626.0,23.0,9,6388.35
12627.0,10.0,7,4478.53
12628.0,4.0,3,769.61
12629.0,385.0,2,1558.22
12630.0,9.0,2,1270.88
12631.0,57.0,6,3452.27
12632.0,520.0,2,738.88
12633.0,58.0,7,5595.21
12634.0,535.0,2,490.0
12635.0,89.0,4,2930.41
12636.0,738.0,1,141.0
12637.0,67.0,12,8271.66
12638.0,33.0,2,921.49
12639.0,238.0,3,1312.3700000000001
12640.0,23.0,3,1174.58
12641.0,115.0,1,185.9
12642.0,25.0,3,1013.26
12643.0,128.0,12,7880.9
12644.0,129.0,4,1815.54
12645.0,33.0,8,3499.1
12646.0,4.0,2,1346.97
12647.0,22.0,36,17682.79
12648.0,154.0,4,1097.0
12649.0,107.0,8,2238.7
12650.0,3.0,1,314.44
12651.0,334.0,4,365.3
12652.0,331.0,2,1011.58
12653.0,148.0,3,4160.83
12654.0,10.0,5,601.98
12655.0,423.0,1,261.35
12656.0,17.0,8,6320.78
12657.0,11.0,4,1152.06
12658.0,18.0,1,686.05
12659.0,29.0,1,91.68
12660.0,11.0,1,245.1
12661.0,436.0,1,162.0
12662.0,0.0,20,6949.17
12663.0,624.0,2,204.0
12664.0,8.0,11,6052.04
12665.0,324.0,3,301.45
12666.0,394.0,1,1020.98
12667.0,58.0,1,620.13
12668.0,11.0,10,11380.710000000001
12669.0,150.0,3,1607.73
12670.0,10.0,7,3750.39
12671.0,606.0,1,2622.481
12672.0,329.0,2,410.5
12673.0,5.0,3,1230.02
12674.0,38.0,4,1919.31
12675.0,553.0,2,934.8
12676.0,24.0,11,2773.09
12677.0,555.0,2,389.3
12678.0,42.0,21,33851.13
12679.0,58.0,4,1058.67
12680.0,0.0,4,880.81
12681.0,14.0,45,30551.76
12682.0,3.0,52,23945.81
12683.0,4.0,21,12418.6
12684.0,7.0,7,2283.63
12685.0,28.0,6,2863.08
12686.0,371.0,1,178.28
12687.0,480.0,2,2138.91
12688.0,113.0,1,4873.81
12689.0,25.0,2,1247.61
12690.0,205.0,1,389.01
12691.0,28.0,7,1170.4
12692.0,637.0,1,110.95
12693.0,127.0,7,1640.42
12694.0,70.0,3,1839.45
12695.0,7.0,7,1407.1200000000001
12696.0,434.0,2,801.15
12697.0,28.0,3,939.02
12698.0,590.0,1,339.75
12699.0,417.0,1,638.11
12700.0,7.0,4,4867.99
12701.0,79.0,6,2446.41
12702.0,19.0,1,219.0
12703.0,71.0,4,892.1800000000001
12704.0,7.0,8,2220.84
12705.0,15.0,14,11554.0
12707.0,291.0,1,603.42
12708.0,29.0,18,5118.16
12709.0,15.0,34,30312.61
12710.0,96.0,3,1130.57
12711.0,611.0,2,1339.05
12712.0,28.0,21,6979.66
12713.0,0.0,1,848.55
12714.0,9.0,12,14093.710000000001
12715.0,106.0,1,353.86
12716.0,3.0,2,1053.49
12717.0,151.0,3,1258.91
12718.0,71.0,1,238.25
12719.0,5.0,2,608.1
12720.0,2.0,30,8047.88
12721.0,31.0,8,3906.68
12722.0,85.0,4,904.33
12723.0,3.0,5,725.07
12724.0,5.0,7,2317.52
12725.0,371.0,4,2694.56
12726.0,28.0,11,4014.6
12727.0,10.0,10,5646.53
12728.0,71.0,5,1070.17
12729.0,113.0,1,453.01
12730.0,521.0,1,829.25
12731.0,23.0,17,25673.21
12732.0,179.0,1,236.26000000000002
12733.0,234.0,4,2326.82
12734.0,352.0,3,639.65
12735.0,315.0,2,779.5699999999999
12736.0,332.0,1,234.0
12737.0,498.0,2,3710.5
12738.0,372.0,1,310.7
12739.0,78.0,4,2726.73
12740.0,63.0,1,427.6
12741.0,529.0,2,406.07
12742.0,625.0,1,1185.02
12743.0,134.0,2,546.43
12744.0,51.0,11,13158.16
12745.0,486.0,3,925.41
12746.0,540.0,1,230.85000000000002
12747.0,2.0,26,9164.59
12748.0,0.0,337,49970.13
12749.0,3.0,9,6328.49
12750.0,128.0,1,275.88
12751.0,444.0,1,268.27
12752.0,81.0,1,4366.78
12753.0,22.0,6,21024.01
12754.0,235.0,3,2949.12
12755.0,280.0,11,6406.349999999999
12756.0,86.0,1,112.08
12757.0,15.0,13,4227.7
12758.0,116.0,7,9779.0
12759.0,52.0,8,5020.74
12760.0,455.0,1,347.8
12761.0,457.0,2,782.95
12762.0,7.0,2,1898.52
12763.0,138.0,2,814.16
12764.0,316.0,1,1693.88
12765.0,472.0,6,1404.58
12766.0,3.0,9,10026.43
12767.0,375.0,1,949.82
12769.0,238.0,1,1143.6
12770.0,210.0,2,2975.95
12771.0,485.0,1,262.5
12772.0,59.0,1,892.47
12774.0,535.0,1,98.7
12775.0,17.0,7,1651.32
12776.0,667.0,1,55.5
12777.0,457.0,1,519.45
12778.0,19.0,9,1757.68
12779.0,37.0,14,6406.76
12780.0,598.0,1,337.4
12781.0,63.0,2,707.72
12782.0,4.0,11,4526.04
12783.0,2.0,6,1603.8700000000001
12784.0,9.0,3,1804.75
12785.0,364.0,3,1079.31
12786.0,609.0,1,728.5
12787.0,9.0,4,859.18
12788.0,463.0,4,444.9
12789.0,65.0,3,273.35
12790.0,192.0,2,563.45
12791.0,373.0,6,777.75
12792.0,256.0,2,813.88
12793.0,334.0,3,1017.33
12794.0,53.0,2,860.41
12795.0,18.0,1,430.48
12796.0,628.0,1,381.0
12797.0,365.0,2,725.46
12798.0,10.0,4,8510.93
12799.0,529.0,1,219.35
12800.0,470.0,3,584.25
12801.0,500.0,1,1031.87
12802.0,186.0,7,2350.42
12803.0,393.0,1,1092.81
12804.0,465.0,2,327.02
12805.0,381.0,4,1434.95
12806.0,435.0,4,2878.96
12807.0,383.0,1,269.95
12808.0,36.0,5,906.1
12809.0,177.0,3,1705.34
12810.0,534.0,2,534.99
12811.0,260.0,5,1033.9
12812.0,44.0,1,229.64000000000001
12813.0,501.0,3,1687.8
12814.0,101.0,1,125.92
12815.0,147.0,2,1063.46
12816.0,95.0,2,572.2
12817.0,281.0,3,690.98
12818.0,261.0,1,1517.88
12819.0,458.0,1,540.52
12820.0,3.0,11,2647.94
12821.0,214.0,2,220.8
12822.0,70.0,2,918.98
12823.0,74.0,18,6501.5
12824.0,59.0,1,397.12
12825.0,521.0,2,518.63
12826.0,2.0,12,2928.69
12827.0,5.0,3,430.15000000000003
12828.0,2.0,6,1018.71
12829.0,336.0,3,345.35
12830.0,37.0,6,6748.400000000001
12831.0,262.0,3,451.11
12832.0,32.0,2,383.03
12833.0,145.0,1,417.38
12834.0,282.0,1,312.38
12835.0,427.0,41,6018.67
12836.0,59.0,15,6546.47
12837.0,173.0,2,688.41
12838.0,33.0,10,3376.03
12839.0,2.0,26,9927.83
12840.0,143.0,7,4013.87
12841.0,4.0,40,7390.4800000000005
12842.0,70.0,4,1917.99
12843.0,65.0,30,6345.61
12844.0,29.0,4,648.6
12845.0,267.0,4,354.09
12846.0,682.0,1,15.58
12847.0,22.0,2,1636.8999999999999
12848.0,675.0,1,208.0
12849.0,31.0,6,3090.56
12850.0,445.0,1,330.0
12851.0,96.0,2,284.13
12852.0,294.0,1,299.75
12853.0,134.0,11,3728.5
12854.0,78.0,7,2922.37
12855.0,372.0,4,650.94
12856.0,7.0,6,2162.68
12857.0,210.0,6,3684.25
12858.0,383.0,1,151.73
12859.0,458.0,1,575.1
12860.0,693.0,1,55.47
12861.0,619.0,1,68.25
12862.0,425.0,2,1008.3199999999999
12863.0,52.0,6,2775.55
12864.0,138.0,2,299.57
12865.0,26.0,4,3303.31
12866.0,283.0,3,1227.35
12867.0,26.0,13,7862.69
12868.0,185.0,8,2247.06
12869.0,681.0,1,337.67
12870.0,375.0,3,1647.15
12871.0,84.0,3,744.02
12872.0,326.0,12,3678.34
12873.0,282.0,3,2027.3
12874.0,385.0,2,933.42
12875.0,143.0,5,1356.99
12876.0,57.0,4,4068.59
12877.0,3.0,20,2955.17
12878.0,236.0,2,841.64
12879.0,44.0,3,552.5699999999999
12880.0,381.0,2,640.13
12881.0,275.0,1,298.0
12882.0,9.0,2,1463.04
12883.0,24.0,4,703.47
12884.0,88.0,1,309.05
12885.0,63.0,3,1158.27
12886.0,67.0,2,1351.09
12887.0,383.0,1,222.4
12888.0,214.0,2,313.77
12889.0,381.0,4,365.66
12890.0,24.0,2,717.27
12891.0,185.0,11,819.5
12892.0,396.0,1,263.38
12893.0,30.0,1,188.14
12894.0,575.0,1,157.35
12895.0,42.0,2,347.3
12897.0,204.0,4,514.25
12898.0,463.0,2,310.96000000000004
12899.0,413.0,1,366.4
12900.0,422.0,1,340.33
12901.0,8.0,28,16293.1
12902.0,264.0,1,138.68
12903.0,428.0,1,833.53
12904.0,18.0,2,509.58
12905.0,576.0,2,1011.82
12906.0,11.0,5,2919.81
12907.0,395.0,2,440.36
12908.0,176.0,5,1272.0
12909.0,39.0,8,3034.77
12910.0,23.0,13,5747.02
12911.0,551.0,1,1680.47
12912.0,2.0,5,1662.3
12913.0,4.0,13,6700.86
12914.0,400.0,1,223.98
12915.0,148.0,4,1084.85
12916.0,138.0,7,4630.22
12917.0,128.0,6,4329.5
12919.0,8.0,6,1301.44
12920.0,17.0,4,488.09000000000003
12921.0,9.0,74,34639.45
12922.0,161.0,1,405.38
12923.0,64.0,3,789.87
12924.0,88.0,12,2423.15
12925.0,4.0,3,729.3299999999999
12926.0,411.0,4,1548.46
12927.0,394.0,1,197.31
12928.0,35.0,12,4304.89
12929.0,311.0,1,105.1
12930.0,78.0,2,409.90000000000003
12931.0,21.0,57,71299.67
12932.0,539.0,8,1698.56
12933.0,24.0,8,1627.28
12934.0,736.0,1,181.65
12935.0,2.0,15,4182.01
12936.0,17.0,4,1012.9
12937.0,15.0,9,3097.61
12938.0,25.0,1,114.14
12939.0,64.0,20,25264.8
12940.0,54.0,2,876.29
12941.0,724.0,1,377.49
12942.0,131.0,3,942.65
12943.0,558.0,2,489.0
12944.0,35.0,2,604.51
12945.0,288.0,2,900.11
12946.0,436.0,1,324.45
12947.0,143.0,6,1711.33
12948.0,16.0,9,2306.18
12949.0,30.0,22,15391.0
12950.0,2.0,3,1843.0
12951.0,8.0,15,3164.42
12952.0,5.0,4,1382.8400000000001
12953.0,9.0,2,828.8100000000001
12954.0,638.0,1,162.45
12955.0,1.0,11,4734.26
12956.0,306.0,4,521.89
12957.0,9.0,13,8628.42
12958.0,400.0,2,539.49
12959.0,484.0,1,133.35
12960.0,413.0,4,1322.07
12961.0,379.0,1,211.99
12962.0,7.0,2,266.39
12963.0,8.0,12,3512.79
12964.0,437.0,1,132.24
12965.0,89.0,1,771.91
12966.0,9.0,1,160.18
12967.0,358.0,3,3840.77
12968.0,112.0,1,135.95
12969.0,602.0,1,122.45
12970.0,7.0,10,1524.97
12971.0,3.0,116,15482.74
12972.0,413.0,4,1115.95
12973.0,413.0,1,385.55
12974.0,197.0,2,408.95
12975.0,436.0,6,1993.99
12976.0,211.0,8,3156.38
12977.0,156.0,4,517.63
12978.0,385.0,5,2496.07
12979.0,729.0,1,479.54
12980.0,157.0,21,15909.390000000001
12981.0,29.0,2,372.21999999999997
12982.0,242.0,8,2562.12
12983.0,598.0,1,490.08
12984.0,18.0,1,97.5
12985.0,0.0,2,1215.6200000000001
12986.0,428.0,10,1991.5900000000001
12987.0,73.0,5,1298.51
12988.0,292.0,1,535.32
12989.0,3.0,33,12846.8
12990.0,31.0,7,955.5
12991.0,23.0,3,764.82
12992.0,725.0,1,93.35000000000001
12993.0,23.0,8,1191.26
12994.0,4.0,3,902.22
12995.0,85.0,1,200.72
12996.0,375.0,1,355.5
12997.0,22.0,8,2065.11
12998.0,492.0,3,897.38
12999.0,196.0,3,455.88
13000.0,106.0,4,965.0
13001.0,4.0,33,24136.05
13002.0,318.0,3,414.13
13003.0,105.0,3,149.05
13004.0,11.0,36,11143.99
13005.0,173.0,4,935.03
13006.0,56.0,1,81.57
13007.0,579.0,1,175.25
13008.0,323.0,3,543.28
13009.0,672.0,1,234.0
13010.0,374.0,2,330.12
13011.0,372.0,1,101.10000000000001
13012.0,9.0,11,2591.1800000000003
13013.0,1.0,29,12601.82
13014.0,10.0,11,5220.83
13015.0,53.0,11,6465.72
13016.0,73.0,3,789.89
13017.0,7.0,1,204.0
13018.0,16.0,35,9742.81
13019.0,379.0,6,1212.95
13020.0,562.0,2,606.96
13021.0,4.0,17,4786.38
13022.0,429.0,1,65.3
13023.0,64.0,3,1449.03
13024.0,470.0,2,535.42
13025.0,731.0,1,323.39
13026.0,1.0,9,1690.12
13027.0,113.0,19,17148.0
13028.0,22.0,2,659.68
13029.0,30.0,5,1927.3
13030.0,11.0,2,1227.22
13031.0,407.0,5,3419.27
13032.0,52.0,9,2817.59
13033.0,357.0,2,220.55
13034.0,54.0,3,922.68
13035.0,73.0,3,1328.95
13036.0,684.0,1,307.1
13037.0,138.0,12,3842.55
13038.0,80.0,3,908.46
13039.0,584.0,4,1010.73
13040.0,8.0,2,676.99
13041.0,450.0,4,799.13
13042.0,598.0,3,1522.79
13043.0,273.0,1,471.57
13044.0,291.0,11,4824.2
13045.0,99.0,3,808.92
13046.0,30.0,3,949.25
13047.0,31.0,24,8466.72
13048.0,14.0,9,4035.16
13049.0,64.0,4,1384.14
13050.0,14.0,35,11822.44
13051.0,578.0,2,155.8
13052.0,212.0,7,3168.53
13053.0,621.0,1,127.64999999999999
13055.0,78.0,4,2292.5099999999998
13056.0,551.0,1,209.48
13057.0,530.0,3,540.74
13058.0,24.0,3,271.40000000000003
13059.0,249.0,10,2272.62
13060.0,253.0,1,307.53
13061.0,72.0,1,248.61
13062.0,191.0,1,346.98
13063.0,480.0,1,188.4
13064.0,12.0,6,1680.74
13065.0,373.0,5,1255.96
13066.0,24.0,2,430.90000000000003
13067.0,82.0,3,508.51
13068.0,10.0,2,344.0
13069.0,0.0,38,8747.47
13070.0,192.0,4,743.9
13071.0,612.0,1,129.22
13072.0,266.0,1,177.15
13073.0,411.0,2,418.08
13074.0,511.0,4,1362.84
13075.0,129.0,1,919.61
13076.0,457.0,1,135.4
13077.0,1.0,11,3040.17
13078.0,3.0,57,28883.83
13079.0,4.0,6,419.18
13080.0,179.0,4,260.83
13081.0,11.0,28,58328.15
13082.0,126.0,21,7268.92
13083.0,4.0,3,395.43
13084.0,491.0,1,116.44999999999999
13085.0,157.0,8,1459.46
13086.0,382.0,1,439.33000000000004
13087.0,726.0,1,313.64
13088.0,417.0,1,236.11
13089.0,2.0,203,113214.19
13090.0,8.0,24,13771.28
13092.0,70.0,12,2007.33
13093.0,275.0,55,54073.73
13094.0,21.0,13,2214.6600000000003
13095.0,70.0,1,74.39999999999999
13096.0,394.0,1,419.70000000000005
13097.0,32.0,28,12861.73
13098.0,1.0,28,28658.88
13099.0,99.0,1,207.35999999999999
13101.0,234.0,4,695.4
13102.0,1.0,37,11440.12
13103.0,39.0,3,709.64
13104.0,3.0,9,1709.1
13105.0,436.0,1,72.0
13106.0,133.0,2,586.46
13107.0,44.0,9,5109.62
13108.0,372.0,2,1098.52
13109.0,59.0,3,1107.58
13110.0,31.0,12,2896.17
13111.0,718.0,1,321.88
13113.0,0.0,37,16600.25
13114.0,730.0,1,234.38
13115.0,11.0,10,5374.45
13116.0,138.0,1,485.19
13117.0,21.0,18,2642.11
13118.0,19.0,9,2334.1
13119.0,668.0,1,134.9
13120.0,238.0,1,30.599999999999998
13121.0,269.0,1,254.73
13122.0,94.0,2,922.39
13123.0,472.0,2,506.75
13124.0,89.0,4,4782.45
13125.0,523.0,1,158.57
13126.0,4.0,13,3902.47
13127.0,77.0,1,259.17
13128.0,631.0,1,263.5
13129.0,452.0,2,233.25
13130.0,94.0,1,64.0
13131.0,23.0,7,3279.77
13132.0,261.0,1,77.3
13133.0,273.0,3,200.45000000000002
13134.0,85.0,6,2422.28
13135.0,196.0,2,3371.45
13136.0,56.0,13,6077.8
13137.0,10.0,16,7667.37
13138.0,22.0,7,1454.49
13139.0,16.0,8,8193.83
13140.0,108.0,5,1215.68
13141.0,84.0,17,7536.63
13142.0,19.0,1,307.09
13143.0,584.0,1,399.2
13144.0,332.0,2,135.35
13145.0,39.0,7,1419.77
13146.0,26.0,1,228.91
13147.0,10.0,4,712.8000000000001
13148.0,29.0,26,8123.6
13149.0,14.0,4,1676.06
13150.0,484.0,3,435.02
13151.0,295.0,3,2511.69
13152.0,417.0,7,2114.98
13153.0,5.0,1,486.22
13154.0,399.0,3,997.43
13155.0,33.0,6,1750.18
13156.0,385.0,3,1586.54
13157.0,49.0,9,5667.71
13158.0,94.0,5,1508.18
13159.0,8.0,4,1379.75
13160.0,22.0,1,91.8
13161.0,313.0,2,478.88
13162.0,122.0,16,9116.94
13164.0,569.0,2,297.46
13165.0,46.0,3,1451.16
13166.0,283.0,2,881.68
13167.0,18.0,5,1125.15
13168.0,36.0,5,1866.26
13169.0,63.0,3,840.08
13170.0,26.0,1,116.00999999999999
13171.0,21.0,3,426.81
13172.0,400.0,1,69.6
13173.0,4.0,11,2620.5
13174.0,16.0,12,9494.84
13175.0,582.0,2,793.1
13176.0,46.0,1,492.84
13177.0,64.0,2,512.2
13178.0,26.0,21,13997.89
13179.0,618.0,1,572.3100000000001
13180.0,607.0,1,86.10000000000001
13181.0,381.0,1,359.69
13182.0,45.0,1,121.18
13183.0,7.0,15,7010.88
13184.0,14.0,10,1648.79
13185.0,267.0,1,71.4
13186.0,39.0,3,1539.69
13187.0,337.0,4,348.31
13188.0,11.0,1,114.60000000000001
13189.0,18.0,2,260.68
13190.0,544.0,3,518.76
13191.0,658.0,1,164.69
13192.0,95.0,6,2544.53
13193.0,61.0,1,117.88
13194.0,135.0,2,472.78
13195.0,414.0,1,172.38
13196.0,11.0,7,3059.64
13197.0,609.0,1,373.01000000000005
13198.0,10.0,8,4912.28
13199.0,3.0,67,16404.98
13200.0,19.0,4,870.09
13201.0,502.0,4,1240.6100000000001
13202.0,394.0,7,1571.3500000000001
13203.0,9.0,10,2630.55
13204.0,731.0,1,966.6600000000001
13205.0,443.0,1,2803.2
13206.0,400.0,13,8280.13
13207.0,15.0,4,535.86
13208.0,58.0,9,1970.5
13209.0,30.0,13,8438.06
13210.0,93.0,1,353.48
13211.0,10.0,10,2706.87
13212.0,19.0,3,780.58
13213.0,56.0,11,3834.62
13214.0,417.0,7,3264.23
13215.0,402.0,1,81.6
13216.0,267.0,1,333.74
13217.0,122.0,4,266.12
13218.0,127.0,1,62.63999999999999
13219.0,618.0,1,76.23
13220.0,78.0,5,1336.0900000000001
13221.0,240.0,2,847.41
13222.0,577.0,1,88.5
13223.0,200.0,6,969.1200000000001
13224.0,60.0,2,2150.85
13225.0,3.0,16,15879.27
13226.0,273.0,2,312.46
13227.0,201.0,1,257.7
13228.0,81.0,1,358.0
13229.0,225.0,1,160.95
13230.0,4.0,30,6317.22
13232.0,12.0,7,1357.6
13233.0,74.0,4,1176.46
13234.0,672.0,2,356.95
13235.0,212.0,1,101.17000000000004
13236.0,24.0,2,727.27
13237.0,387.0,1,643.0
13238.0,17.0,6,986.73
13239.0,261.0,5,1579.84
13240.0,96.0,8,1661.17
13241.0,411.0,1,115.58
13242.0,112.0,7,699.4
